id,tx,ty,tz,qx,qy,qz,qw,t
298,-31410.615234,25127.757812,384.315002,-0.004552,0.002588,0.869280,0.494293,9.966667
299,-31501.882812,25275.234375,383.784851,-0.004549,0.002592,0.868807,0.495123,10.000000
300,-31587.291016,25418.746094,383.301758,-0.004546,0.002597,0.868309,0.495995,10.033333
301,-31666.574219,25558.164062,382.867859,-0.004544,0.002602,0.867787,0.496909,10.066667
302,-31739.460938,25693.349609,382.485199,-0.004541,0.002607,0.867238,0.497866,10.100000
303,-31805.675781,25824.179688,382.155762,-0.004538,0.002612,0.866663,0.498866,10.133333
304,-31864.949219,25950.527344,381.881592,-0.004535,0.002618,0.866061,0.499911,10.166667
305,-31917.013672,26072.253906,381.664856,-0.004531,0.002623,0.865431,0.501001,10.200000
306,-31961.593750,26189.238281,381.507477,-0.004528,0.002629,0.864772,0.502138,10.233333
307,-31998.416016,26301.347656,381.411560,-0.004524,0.002635,0.864083,0.503321,10.266667
308,-32027.210938,26408.453125,381.379120,-0.004521,0.002642,0.863365,0.504553,10.300000
309,-32050.845703,26510.857422,381.379120,-0.004486,0.002656,0.860486,0.509447,10.333333
310,-32072.433594,26609.007812,381.379120,-0.004393,0.002683,0.853354,0.521307,10.366667
311,-32092.082031,26702.992188,381.379120,-0.004243,0.002720,0.841911,0.539593,10.400000
312,-32109.890625,26792.896484,381.379120,-0.004042,0.002759,0.825983,0.563674,10.433333
313,-32125.970703,26878.804688,381.379120,-0.003794,0.002793,0.805311,0.592834,10.466667
314,-32140.421875,26960.806641,381.379120,-0.003503,0.002814,0.779591,0.626272,10.500000
315,-32153.351562,27038.988281,381.379120,-0.003177,0.002815,0.748511,0.663109,10.533333
316,-32164.865234,27113.431641,381.379120,-0.002823,0.002785,0.711782,0.702390,10.566667
317,-32175.064453,27184.228516,381.379120,-0.002448,0.002719,0.669173,0.743098,10.600000
318,-32184.058594,27251.460938,381.379120,-0.002065,0.002609,0.620543,0.784165,10.633333
319,-32191.949219,27315.216797,381.379120,-0.001682,0.002451,0.565864,0.824494,10.666667
320,-32198.841797,27375.582031,381.379120,-0.001312,0.002241,0.505241,0.862975,10.700000
321,-32204.841797,27432.644531,381.379120,-0.000967,0.001980,0.438929,0.898519,10.733333
322,-32210.052734,27486.488281,381.379120,-0.000659,0.001668,0.367340,0.930085,10.766667
323,-32214.582031,27537.201172,381.379120,-0.000399,0.001311,0.291040,0.956710,10.800000
324,-32218.531250,27584.867188,381.379120,-0.000197,0.000914,0.210741,0.977541,10.833333
325,-32222.007812,27629.576172,381.379120,-0.000063,0.000487,0.127291,0.991865,10.866667
326,-32225.115234,27671.410156,381.379120,-0.000002,0.000041,0.041643,0.999133,10.900000
327,-32227.958984,27710.460938,381.379120,-0.000019,-0.000414,-0.045167,0.998979,10.933333
328,-32230.644531,27746.808594,381.379120,-0.000115,-0.000865,-0.132060,0.991241,10.966667
329,-32233.275391,27780.542969,381.379120,-0.000290,-0.001298,-0.217945,0.975960,11.000000
330,-32235.957031,27811.751953,381.379120,-0.000539,-0.001703,-0.301759,0.953383,11.033333
331,-32238.794922,27840.515625,381.379120,-0.000856,-0.002067,-0.382502,0.923952,11.066667
332,-32241.890625,27866.925781,381.379120,-0.001231,-0.002381,-0.459272,0.888292,11.100000
333,-32245.353516,27891.068359,381.379120,-0.001655,-0.002640,-0.531293,0.847183,11.133333
334,-32249.287109,27913.025391,381.379120,-0.002116,-0.002837,-0.597936,0.801536,11.166667
335,-32253.794922,27932.888672,381.379120,-0.002601,-0.002971,-0.658738,0.752362,11.200000
336,-32258.982422,27950.740234,381.379120,-0.003098,-0.003043,-0.713404,0.700739,11.233333
337,-32264.955078,27966.669922,381.379120,-0.003594,-0.003056,-0.761812,0.647780,11.266667
338,-32271.816406,27980.759766,381.379120,-0.004078,-0.003016,-0.804003,0.594603,11.300000
339,-32279.671875,27993.099609,381.379120,-0.004540,-0.002931,-0.840165,0.542304,11.333333
340,-32288.628906,28003.773438,381.379120,-0.004972,-0.002809,-0.870613,0.491936,11.366667
341,-32298.785156,28012.869141,381.379120,-0.005366,-0.002662,-0.895763,0.444492,11.400000
342,-32310.253906,28020.470703,381.379120,-0.005716,-0.002501,-0.916103,0.400894,11.433333
343,-32323.132812,28026.667969,381.379120,-0.006018,-0.002337,-0.932162,0.361985,11.466667
344,-32337.535156,28031.542969,381.379120,-0.006271,-0.002181,-0.944469,0.328533,11.500000
345,-32353.558594,28035.187500,381.379120,-0.006470,-0.002044,-0.953528,0.301229,11.533333
346,-32371.308594,28037.681641,381.379120,-0.006616,-0.001935,-0.959771,0.280699,11.566667
347,-32390.894531,28039.117188,381.379120,-0.006705,-0.001862,-0.963532,0.267503,11.600000
348,-32412.417969,28039.574219,381.379120,-0.006737,-0.001830,-0.965003,0.262147,11.633333
349,-32439.626953,28036.085938,381.390717,-0.006724,-0.001817,-0.965344,0.260889,11.666667
350,-32476.041016,28025.748047,381.425079,-0.006680,-0.001796,-0.965671,0.259675,11.700000
351,-32521.419922,28008.742188,381.481598,-0.006606,-0.001768,-0.965986,0.258504,11.733333
352,-32575.529297,27985.255859,381.559631,-0.006504,-0.001732,-0.966288,0.257376,11.766667
353,-32638.128906,27955.476562,381.658539,-0.006373,-0.001690,-0.966577,0.256290,11.800000
354,-32708.978516,27919.587891,381.777679,-0.006215,-0.001641,-0.966855,0.255246,11.833333
355,-32787.843750,27877.777344,381.916443,-0.006030,-0.001585,-0.967121,0.254241,11.866667
356,-32874.480469,27830.226562,382.074158,-0.005820,-0.001524,-0.967375,0.253277,11.900000
357,-32968.660156,27777.126953,382.250244,-0.005585,-0.001456,-0.967618,0.252352,11.933333
358,-33070.132812,27718.658203,382.444031,-0.005325,-0.001384,-0.967851,0.251465,11.966667
359,-33178.671875,27655.011719,382.654907,-0.005043,-0.001306,-0.968073,0.250615,12.000000
360,-33294.027344,27586.369141,382.882233,-0.004738,-0.001222,-0.968284,0.249803,12.033333
361,-33415.972656,27512.919922,383.125397,-0.004412,-0.001135,-0.968486,0.249026,12.066667
362,-33544.257812,27434.845703,383.383698,-0.004066,-0.001042,-0.968678,0.248285,12.100000
363,-33678.656250,27352.333984,383.656586,-0.003699,-0.000945,-0.968860,0.247579,12.133333
364,-33818.917969,27265.570312,383.943390,-0.003314,-0.000844,-0.969033,0.246906,12.166667
365,-33964.812500,27174.740234,384.243439,-0.002911,-0.000740,-0.969197,0.246267,12.200000
366,-34116.101562,27080.029297,384.556183,-0.002490,-0.000631,-0.969353,0.245660,12.233333
367,-34272.542969,26981.625000,384.880920,-0.002053,-0.000519,-0.969499,0.245084,12.266667
368,-34433.902344,26879.710938,385.217072,-0.001601,-0.000404,-0.969638,0.244540,12.300000
369,-34599.941406,26774.472656,385.563965,-0.001134,-0.000285,-0.969768,0.244026,12.333333
370,-34770.417969,26666.097656,385.920959,-0.000653,-0.000164,-0.969890,0.243541,12.366667
371,-34945.093750,26554.771484,386.287476,-0.000159,-0.000040,-0.970005,0.243085,12.400000
372,-35123.734375,26440.675781,386.662842,0.000346,0.000087,-0.970112,0.242656,12.433333
373,-35306.097656,26324.001953,387.046417,0.000863,0.000216,-0.970212,0.242255,12.466667
374,-35491.949219,26204.933594,387.437592,0.001391,0.000347,-0.970305,0.241880,12.500000
375,-35681.050781,26083.654297,387.835724,0.001927,0.000480,-0.970391,0.241531,12.533333
376,-35873.160156,25960.351562,388.240173,0.002473,0.000615,-0.970470,0.241207,12.566667
377,-36068.039062,25835.212891,388.650360,0.003026,0.000751,-0.970543,0.240907,12.600000
378,-36265.453125,25708.421875,389.065552,0.003586,0.000889,-0.970610,0.240630,12.633333
379,-36465.164062,25580.162109,389.485199,0.004152,0.001028,-0.970671,0.240376,12.666667
380,-36666.929688,25450.625000,389.908630,0.004723,0.001168,-0.970725,0.240143,12.700000
381,-36870.515625,25319.990234,390.335236,0.005298,0.001309,-0.970774,0.239932,12.733333
382,-37075.679688,25188.445312,390.764374,0.005877,0.001451,-0.970818,0.239741,12.766667
383,-37282.187500,25056.179688,391.195404,0.006459,0.001594,-0.970856,0.239570,12.800000
384,-37489.796875,24923.373047,391.627716,0.007042,0.001736,-0.970890,0.239417,12.833333
385,-37698.273438,24790.214844,392.060638,0.007626,0.001879,-0.970918,0.239283,12.866667
386,-37907.378906,24656.890625,392.493561,0.008210,0.002022,-0.970942,0.239166,12.900000
387,-38116.871094,24523.585938,392.925873,0.008793,0.002165,-0.970961,0.239065,12.933333
388,-38326.515625,24390.486328,393.356903,0.009374,0.002307,-0.970976,0.238981,12.966667
389,-38536.070312,24257.775391,393.786041,0.009953,0.002449,-0.970987,0.238911,13.000000
390,-38745.300781,24125.642578,394.212616,0.010529,0.002590,-0.970995,0.238856,13.033333
391,-38953.968750,23994.269531,394.636078,0.011100,0.002730,-0.970998,0.238814,13.066667
392,-39161.828125,23863.845703,395.055695,0.011666,0.002869,-0.970998,0.238785,13.100000
393,-39368.656250,23734.554688,395.470917,0.012226,0.003006,-0.970995,0.238768,13.133333
394,-39574.195312,23606.583984,395.881073,0.012779,0.003142,-0.970989,0.238762,13.166667
395,-39778.222656,23480.115234,396.285553,0.013324,0.003277,-0.970980,0.238767,13.200000
396,-39980.496094,23355.337891,396.683655,0.013861,0.003409,-0.970968,0.238782,13.233333
397,-40180.773438,23232.437500,397.074860,0.014389,0.003539,-0.970954,0.238805,13.266667
398,-40378.820312,23111.597656,397.458435,0.014906,0.003667,-0.970938,0.238837,13.300000
399,-40574.394531,22993.005859,397.833801,0.015412,0.003792,-0.970920,0.238876,13.333333
400,-40767.257812,22876.847656,398.200317,0.015906,0.003914,-0.970900,0.238923,13.366667
401,-40957.179688,22763.306641,398.557281,0.016387,0.004034,-0.970879,0.238975,13.400000
402,-41143.917969,22652.570312,398.904205,0.016855,0.004150,-0.970856,0.239032,13.433333
403,-41327.226562,22544.826172,399.240356,0.017308,0.004262,-0.970833,0.239094,13.466667
404,-41506.878906,22440.257812,399.565094,0.017745,0.004372,-0.970808,0.239160,13.500000
405,-41682.628906,22339.046875,399.877808,0.018167,0.004477,-0.970783,0.239229,13.533333
406,-41854.242188,22241.388672,400.177917,0.018571,0.004578,-0.970757,0.239299,13.566667
407,-42021.472656,22147.458984,400.464691,0.018957,0.004675,-0.970732,0.239372,13.600000
408,-42184.093750,22057.449219,400.737549,0.019325,0.004767,-0.970706,0.239445,13.633333
409,-42341.867188,21971.544922,400.995880,0.019672,0.004854,-0.970680,0.239518,13.666667
410,-42494.539062,21889.933594,401.239014,0.020000,0.004937,-0.970655,0.239591,13.700000
411,-42641.886719,21812.792969,401.466370,0.020306,0.005014,-0.970631,0.239662,13.733333
412,-42783.664062,21740.316406,401.677246,0.020590,0.005086,-0.970608,0.239731,13.766667
413,-42919.640625,21672.683594,401.871002,0.020851,0.005151,-0.970586,0.239796,13.800000
414,-43049.566406,21610.085938,402.047089,0.021088,0.005211,-0.970565,0.239859,13.833333
415,-43173.214844,21552.707031,402.204865,0.021300,0.005265,-0.970546,0.239916,13.866667
416,-43290.339844,21500.732422,402.343628,0.021487,0.005313,-0.970528,0.239968,13.900000
417,-43400.703125,21454.347656,402.462738,0.021647,0.005354,-0.970513,0.240015,13.933333
418,-43504.074219,21413.738281,402.561676,0.021780,0.005387,-0.970500,0.240054,13.966667
419,-43600.203125,21379.085938,402.639648,0.021885,0.005414,-0.970490,0.240086,14.000000
420,-43688.863281,21350.587891,402.696198,0.021961,0.005434,-0.970482,0.240110,14.033333
421,-43769.812500,21328.417969,402.730560,0.022008,0.005445,-0.970477,0.240125,14.066667
422,-43842.808594,21312.769531,402.742157,0.022023,0.005449,-0.970476,0.240130,14.100000
423,-43951.964844,21295.050781,402.742157,0.019078,0.005912,-0.954998,0.295940,14.133333
424,-44118.574219,21269.220703,402.742157,0.011900,0.005681,-0.902353,0.430797,14.166667
425,-44308.164062,21239.281250,402.742157,0.003515,0.002585,-0.805677,0.592339,14.200000
426,-44486.265625,21209.232422,402.742157,-0.003034,-0.003270,-0.680162,0.733048,14.233333
427,-44618.402344,21183.080078,402.742157,-0.006371,-0.009269,-0.566431,0.824032,14.266667
428,-44670.109375,21164.820312,402.742157,-0.007212,-0.011955,-0.516515,0.856164,14.300000
429,-44668.382812,21148.771484,402.743805,-0.007181,-0.011949,-0.515066,0.857037,14.333333
430,-44663.242188,21126.662109,402.748322,-0.007130,-0.011908,-0.513679,0.857870,14.366667
431,-44654.761719,21098.619141,402.755188,-0.007059,-0.011831,-0.512352,0.858665,14.400000
432,-44642.996094,21064.769531,402.763855,-0.006970,-0.011720,-0.511085,0.859422,14.433333
433,-44628.015625,21025.240234,402.773712,-0.006862,-0.011577,-0.509876,0.860142,14.466667
434,-44609.886719,20980.156250,402.784241,-0.006738,-0.011401,-0.508725,0.860827,14.500000
435,-44588.671875,20929.644531,402.794861,-0.006596,-0.011194,-0.507630,0.861477,14.533333
436,-44564.433594,20873.830078,402.805054,-0.006439,-0.010958,-0.506590,0.862093,14.566667
437,-44537.246094,20812.841797,402.814209,-0.006267,-0.010692,-0.505604,0.862677,14.600000
438,-44507.164062,20746.802734,402.821808,-0.006079,-0.010399,-0.504671,0.863228,14.633333
439,-44474.261719,20675.839844,402.827240,-0.005878,-0.010078,-0.503789,0.863748,14.666667
440,-44438.597656,20600.082031,402.830017,-0.005664,-0.009732,-0.502958,0.864237,14.700000
441,-44400.238281,20519.654297,402.829529,-0.005437,-0.009361,-0.502176,0.864698,14.733333
442,-44359.253906,20434.681641,402.825226,-0.005197,-0.008966,-0.501443,0.865129,14.766667
443,-44315.703125,20345.289062,402.816559,-0.004946,-0.008549,-0.500756,0.865532,14.800000
444,-44269.652344,20251.607422,402.802948,-0.004684,-0.008110,-0.500115,0.865908,14.833333
445,-44221.171875,20153.759766,402.783875,-0.004411,-0.007650,-0.499519,0.866258,14.866667
446,-44170.320312,20051.873047,402.758759,-0.004129,-0.007171,-0.498966,0.866582,14.900000
447,-44117.164062,19946.074219,402.726990,-0.003837,-0.006674,-0.498455,0.866881,14.933333
448,-44061.773438,19836.488281,402.688110,-0.003537,-0.006159,-0.497986,0.867156,14.966667
449,-44004.210938,19723.242188,402.641479,-0.003228,-0.005628,-0.497555,0.867408,15.000000
450,-43944.535156,19606.460938,402.586578,-0.002912,-0.005082,-0.497164,0.867637,15.033333
451,-43882.820312,19486.273438,402.522827,-0.002588,-0.004522,-0.496810,0.867844,15.066667
452,-43819.128906,19362.802734,402.449677,-0.002258,-0.003948,-0.496491,0.868030,15.100000
453,-43753.523438,19236.179688,402.366577,-0.001922,-0.003363,-0.496208,0.868195,15.133333
454,-43686.074219,19106.525391,402.272949,-0.001581,-0.002768,-0.495958,0.868341,15.166667
455,-43616.839844,18973.968750,402.168274,-0.001234,-0.002162,-0.495740,0.868467,15.200000
456,-43545.890625,18838.636719,402.051941,-0.000883,-0.001548,-0.495554,0.868575,15.233333
457,-43473.289062,18700.654297,401.923401,-0.000528,-0.000926,-0.495397,0.868666,15.266667
458,-43399.097656,18560.146484,401.782135,-0.000170,-0.000298,-0.495269,0.868739,15.300000
459,-43323.390625,18417.242188,401.627533,0.000191,0.000335,-0.495169,0.868797,15.333333
460,-43246.226562,18272.066406,401.459076,0.000555,0.000973,-0.495094,0.868838,15.366667
461,-43167.671875,18124.746094,401.276184,0.000920,0.001614,-0.495045,0.868865,15.400000
462,-43087.789062,17975.406250,401.078308,0.001286,0.002257,-0.495019,0.868878,15.433333
463,-43006.648438,17824.175781,400.864868,0.001653,0.002901,-0.495016,0.868878,15.466667
464,-42924.308594,17671.177734,400.635315,0.002020,0.003546,-0.495033,0.868864,15.500000
465,-42840.839844,17516.539062,400.389130,0.002387,0.004188,-0.495071,0.868839,15.533333
466,-42756.308594,17360.388672,400.125702,0.002752,0.004829,-0.495127,0.868803,15.566667
467,-42670.777344,17202.849609,399.844482,0.003116,0.005467,-0.495201,0.868755,15.600000
468,-42584.308594,17044.048828,399.544952,0.003478,0.006100,-0.495291,0.868699,15.633333
469,-42496.972656,16884.113281,399.226471,0.003837,0.006727,-0.495397,0.868632,15.666667
470,-42408.832031,16723.169922,398.888580,0.004192,0.007349,-0.495515,0.868558,15.700000
471,-42319.949219,16561.343750,398.530640,0.004544,0.007962,-0.495647,0.868476,15.733333
472,-42230.394531,16398.761719,398.152130,0.004892,0.008568,-0.495790,0.868387,15.766667
473,-42140.234375,16235.549805,397.752472,0.005234,0.009163,-0.495942,0.868291,15.800000
474,-42049.523438,16071.833984,397.331146,0.005570,0.009748,-0.496104,0.868190,15.833333
475,-41958.343750,15907.742188,396.887543,0.005900,0.010321,-0.496273,0.868085,15.866667
476,-41866.742188,15743.398438,396.421112,0.006224,0.010881,-0.496449,0.867975,15.900000
477,-41774.792969,15578.929688,395.931335,0.006539,0.011428,-0.496630,0.867862,15.933333
478,-41682.566406,15414.463867,395.417603,0.006847,0.011959,-0.496815,0.867747,15.966667
479,-41590.117188,15250.124023,394.879364,0.007146,0.012475,-0.497003,0.867630,16.000000
480,-41497.511719,15086.039062,394.316132,0.007435,0.012973,-0.497192,0.867512,16.033333
481,-41404.824219,14922.334961,393.727264,0.007715,0.013454,-0.497382,0.867393,16.066667
482,-41312.113281,14759.136719,393.112213,0.007984,0.013916,-0.497570,0.867275,16.100000
483,-41219.445312,14596.571289,392.470459,0.008241,0.014357,-0.497757,0.867158,16.133333
484,-41126.882812,14434.765625,391.801422,0.008487,0.014778,-0.497940,0.867044,16.166667
485,-41034.500000,14273.846680,391.104523,0.008720,0.015176,-0.498119,0.866932,16.200000
486,-40942.351562,14113.937500,390.379242,0.008940,0.015552,-0.498292,0.866823,16.233333
487,-40850.500000,13955.166992,389.624939,0.009146,0.015903,-0.498459,0.866719,16.266667
488,-40759.027344,13797.660156,388.841187,0.009337,0.016229,-0.498617,0.866620,16.300000
489,-40667.984375,13641.544922,388.027344,0.009514,0.016529,-0.498766,0.866527,16.333333
490,-40577.437500,13486.944336,387.182831,0.009674,0.016801,-0.498904,0.866440,16.366667
491,-40487.460938,13333.990234,386.307129,0.009818,0.017046,-0.499030,0.866361,16.400000
492,-40398.113281,13182.801758,385.399628,0.009945,0.017261,-0.499144,0.866290,16.433333
493,-40309.453125,13033.510742,384.459869,0.010055,0.017445,-0.499243,0.866228,16.466667
494,-40221.554688,12886.240234,383.487244,0.010145,0.017599,-0.499328,0.866175,16.500000
495,-40134.484375,12741.119141,382.481140,0.010217,0.017720,-0.499395,0.866133,16.533333
496,-40048.304688,12598.273438,381.441071,0.010269,0.017808,-0.499445,0.866102,16.566667
497,-39963.074219,12457.828125,380.366425,0.010301,0.017861,-0.499476,0.866083,16.600000
498,-39878.867188,12319.908203,379.256714,0.010311,0.017879,-0.499486,0.866076,16.633333
499,-39767.386719,12168.394531,376.801697,0.010064,0.017398,-0.500630,0.865428,16.666667
500,-39607.851562,11990.681641,372.038757,0.009367,0.016059,-0.503769,0.863638,16.700000
501,-39411.617188,11792.169922,365.488586,0.008280,0.014020,-0.508460,0.860932,16.733333
502,-39190.027344,11578.260742,357.671814,0.006862,0.011442,-0.514257,0.857533,16.766667
503,-38954.425781,11354.355469,349.109192,0.005175,0.008484,-0.520719,0.853671,16.800000
504,-38716.164062,11125.854492,340.321320,0.003290,0.005299,-0.527410,0.849588,16.833333
505,-38486.585938,10898.159180,331.828949,0.001287,0.002037,-0.533905,0.845541,16.866667
506,-38277.035156,10676.668945,324.152740,-0.000744,-0.001160,-0.539786,0.841801,16.900000
507,-38098.875000,10466.788086,317.813385,-0.002699,-0.004156,-0.544644,0.838653,16.933333
508,-37963.433594,10273.914062,313.331512,-0.004470,-0.006822,-0.548076,0.836389,16.966667
509,-37882.062500,10103.449219,311.227844,-0.005943,-0.009032,-0.549680,0.835305,17.000000
510,-37848.582031,9957.625977,311.351135,-0.006165,-0.011333,-0.477832,0.878356,17.033333
511,-37824.917969,9837.890625,312.100159,-0.003175,-0.014259,-0.217351,0.975984,17.066667
512,-37807.691406,9756.640625,312.991669,0.001306,-0.015712,0.082819,0.996440,17.100000
513,-37795.351562,9726.707031,313.607239,0.003603,-0.015787,0.222482,0.974802,17.133333
514,-37776.156250,9732.170898,313.946442,0.003601,-0.015779,0.222475,0.974804,17.166667
515,-37739.812500,9748.265625,314.287750,0.003595,-0.015754,0.222454,0.974809,17.200000
516,-37686.957031,9774.542969,314.631195,0.003585,-0.015714,0.222419,0.974818,17.233333
517,-37618.222656,9810.554688,314.976746,0.003572,-0.015659,0.222369,0.974830,17.266667
518,-37534.242188,9855.853516,315.324432,0.003555,-0.015589,0.222304,0.974846,17.300000
519,-37435.644531,9909.992188,315.674286,0.003535,-0.015506,0.222224,0.974866,17.333333
520,-37323.070312,9972.522461,316.026276,0.003511,-0.015410,0.222129,0.974889,17.366667
521,-37197.144531,10042.998047,316.380432,0.003485,-0.015302,0.222018,0.974916,17.400000
522,-37058.507812,10120.969727,316.736755,0.003455,-0.015182,0.221892,0.974947,17.433333
523,-36907.789062,10205.990234,317.095276,0.003423,-0.015051,0.221749,0.974982,17.466667
524,-36745.621094,10297.611328,317.455963,0.003388,-0.014910,0.221589,0.975020,17.500000
525,-36572.640625,10395.387695,317.818848,0.003351,-0.014759,0.221413,0.975063,17.533333
526,-36389.476562,10498.869141,318.183929,0.003312,-0.014598,0.221220,0.975109,17.566667
527,-36196.761719,10607.610352,318.551208,0.003270,-0.014430,0.221010,0.975159,17.600000
528,-35995.132812,10721.161133,318.920715,0.003227,-0.014253,0.220782,0.975214,17.633333
529,-35785.218750,10839.076172,319.292450,0.003182,-0.014070,0.220537,0.975272,17.666667
530,-35567.656250,10960.906250,319.666443,0.003135,-0.013879,0.220273,0.975335,17.700000
531,-35343.078125,11086.204102,320.042664,0.003086,-0.013683,0.219991,0.975401,17.733333
532,-35112.113281,11214.523438,320.421112,0.003036,-0.013482,0.219690,0.975472,17.766667
533,-34875.398438,11345.414062,320.801819,0.002985,-0.013276,0.219371,0.975547,17.800000
534,-34633.566406,11478.429688,321.184814,0.002934,-0.013067,0.219032,0.975626,17.833333
535,-34387.250000,11613.124023,321.570068,0.002881,-0.012854,0.218674,0.975709,17.866667
536,-34137.082031,11749.046875,321.957611,0.002827,-0.012638,0.218296,0.975797,17.900000
537,-33883.695312,11885.752930,322.347443,0.002773,-0.012420,0.217898,0.975888,17.933333
538,-33627.722656,12022.792969,322.739594,0.002719,-0.012201,0.217480,0.975985,17.966667
539,-33369.796875,12159.719727,323.134033,0.002664,-0.011982,0.217042,0.976085,18.000000
540,-33110.554688,12296.085938,323.530792,0.002610,-0.011762,0.216583,0.976190,18.033333
541,-32850.625000,12431.443359,323.929840,0.002555,-0.011543,0.216102,0.976299,18.066667
542,-32590.638672,12565.345703,324.331268,0.002501,-0.011325,0.215601,0.976413,18.100000
543,-32331.234375,12697.343750,324.735016,0.002447,-0.011109,0.215078,0.976531,18.133333
544,-32073.042969,12826.990234,325.141113,0.002393,-0.010896,0.214532,0.976653,18.166667
545,-31816.695312,12953.837891,325.549591,0.002341,-0.010686,0.213965,0.976780,18.200000
546,-31562.828125,13077.439453,325.960388,0.002289,-0.010480,0.213376,0.976911,18.233333
547,-31312.074219,13197.345703,326.373566,0.002238,-0.010278,0.212763,0.977047,18.266667
548,-31065.064453,13313.111328,326.789124,0.002188,-0.010081,0.212128,0.977187,18.300000
549,-30822.431641,13424.287109,327.207062,0.002140,-0.009891,0.211470,0.977332,18.333333
550,-30584.810547,13530.425781,327.627411,0.002093,-0.009706,0.210788,0.977481,18.366667
551,-30352.833984,13631.078125,328.050171,0.002048,-0.009529,0.210082,0.977635,18.400000
552,-30127.132812,13725.799805,328.475342,0.002004,-0.009360,0.209352,0.977794,18.433333
553,-29908.343750,13814.140625,328.902893,0.001962,-0.009198,0.208598,0.977956,18.466667
554,-29697.097656,13895.654297,329.332947,0.001922,-0.009046,0.207819,0.978124,18.500000
555,-29494.027344,13969.892578,329.765381,0.001884,-0.008904,0.207015,0.978295,18.533333
556,-29299.765625,14036.408203,330.200226,0.001849,-0.008772,0.206186,0.978472,18.566667
557,-29114.945312,14094.751953,330.637634,0.001815,-0.008651,0.205332,0.978652,18.600000
558,-28940.205078,14144.479492,331.077393,0.001784,-0.008542,0.204452,0.978838,18.633333
559,-28770.443359,14189.274414,331.520203,0.001755,-0.008439,0.203577,0.979021,18.666667
560,-28600.164062,14233.130859,331.966492,0.001726,-0.008335,0.202735,0.979197,18.700000
561,-28429.394531,14276.061523,332.416168,0.001697,-0.008231,0.201925,0.979365,18.733333
562,-28258.164062,14318.078125,332.869141,0.001669,-0.008126,0.201144,0.979526,18.766667
563,-28086.501953,14359.192383,333.325287,0.001641,-0.008021,0.200391,0.979682,18.800000
564,-27914.435547,14399.416992,333.784546,0.001613,-0.007916,0.199663,0.979831,18.833333
565,-27741.992188,14438.763672,334.246765,0.001586,-0.007810,0.198957,0.979976,18.866667
566,-27569.203125,14477.244141,334.711853,0.001558,-0.007704,0.198272,0.980115,18.900000
567,-27396.091797,14514.871094,335.179749,0.001532,-0.007598,0.197606,0.980251,18.933333
568,-27222.691406,14551.656250,335.650360,0.001505,-0.007492,0.196956,0.980382,18.966667
569,-27049.027344,14587.612305,336.123505,0.001479,-0.007386,0.196321,0.980511,19.000000
570,-26875.128906,14622.750977,336.599152,0.001453,-0.007279,0.195697,0.980636,19.033333
571,-26701.025391,14657.083984,337.077209,0.001427,-0.007173,0.195083,0.980759,19.066667
572,-26526.742188,14690.623047,337.557526,0.001401,-0.007066,0.194477,0.980881,19.100000
573,-26352.310547,14723.381836,338.040039,0.001376,-0.006960,0.193876,0.981000,19.133333
574,-26177.757812,14755.371094,338.524628,0.001350,-0.006854,0.193278,0.981119,19.166667
575,-26003.109375,14786.603516,339.011230,0.001325,-0.006748,0.192681,0.981237,19.200000
576,-25828.400391,14817.090820,339.499695,0.001300,-0.006642,0.192083,0.981355,19.233333
577,-25653.652344,14846.845703,339.989960,0.001275,-0.006536,0.191482,0.981473,19.266667
578,-25478.896484,14875.879883,340.481903,0.001250,-0.006430,0.190875,0.981592,19.300000
579,-25304.160156,14904.205078,340.975403,0.001226,-0.006325,0.190261,0.981712,19.333333
580,-25129.472656,14931.833984,341.470428,0.001201,-0.006220,0.189637,0.981834,19.366667
581,-24954.863281,14958.777344,341.966827,0.001177,-0.006115,0.189000,0.981957,19.400000
582,-24780.359375,14985.049805,342.464539,0.001153,-0.006011,0.188349,0.982083,19.433333
583,-24605.988281,15010.660156,342.963409,0.001129,-0.005907,0.187682,0.982211,19.466667
584,-24431.777344,15035.624023,343.463348,0.001105,-0.005804,0.186996,0.982343,19.500000
585,-24257.757812,15059.951172,343.964325,0.001081,-0.005701,0.186289,0.982478,19.533333
586,-24083.955078,15083.654297,344.466156,0.001057,-0.005599,0.185558,0.982617,19.566667
587,-23910.400391,15106.744141,344.968750,0.001034,-0.005497,0.184803,0.982760,19.600000
588,-23737.121094,15129.235352,345.472076,0.001010,-0.005396,0.184020,0.982907,19.633333
589,-23564.142578,15151.138672,345.975952,0.000987,-0.005295,0.183207,0.983060,19.666667
590,-23391.496094,15172.465820,346.480347,0.000964,-0.005196,0.182362,0.983217,19.700000
591,-23219.210938,15193.229492,346.985107,0.000941,-0.005096,0.181483,0.983380,19.733333
592,-23047.314453,15213.441406,347.490173,0.000918,-0.004998,0.180568,0.983549,19.766667
593,-22875.832031,15233.114258,347.995422,0.000895,-0.004900,0.179614,0.983725,19.800000
594,-22704.796875,15252.258789,348.500732,0.000872,-0.004804,0.178619,0.983906,19.833333
595,-22534.232422,15270.888672,349.006042,0.000850,-0.004708,0.177581,0.984094,19.866667
596,-22364.169922,15289.015625,349.511261,0.000827,-0.004613,0.176498,0.984290,19.900000
597,-22194.636719,15306.651367,350.016235,0.000805,-0.004519,0.175368,0.984492,19.933333
